Accession,GenBank_RefSeq,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Release_Date
ON100020.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW000910/2022, complete genome",29708,complete,Malawi,Malawi,Homo sapiens,1/4/2022,3/29/2022
ON100027.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW000921/2022, complete genome",29708,complete,Malawi,Malawi,Homo sapiens,1/5/2022,3/29/2022
ON078366.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-AA14/2021, complete genome",29763,complete,South Africa: Western Cape,South Africa,Homo sapiens,9/19/2021,3/28/2022
ON078467.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-C451/2021, complete genome",29758,complete,South Africa: Western Cape,South Africa,Homo sapiens,6/15/2021,3/28/2022
ON055808.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/SCV2-GS-AZ74/2021, complete genome",29763,complete,South Africa,South Africa,Homo sapiens,7/6/2021,3/24/2022
OM857866.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-AC67/2021, complete genome",29763,complete,South Africa,South Africa,Homo sapiens,9/29/2021,2/28/2022
OM811376.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-KIR200098/2020, complete genome",29878,complete,Uganda,Uganda,Homo sapiens,8/26/2020,2/24/2022
OM811379.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-GUL200300/2020, complete genome",29878,complete,Uganda,Uganda,Homo sapiens,9/8/2020,2/24/2022
OM765458.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-B864/2021, complete genome",29827,complete,South Africa,South Africa,Homo sapiens,5/19/2021,2/22/2022
OM765547.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-C138/2021, complete genome",29821,complete,South Africa,South Africa,Homo sapiens,6/17/2021,2/22/2022
OM765981.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-G697/2021, complete genome",29825,complete,South Africa,South Africa,Homo sapiens,8/17/2021,2/22/2022
OM766020.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-H125/2021, complete genome",29835,complete,South Africa,South Africa,Homo sapiens,8/23/2021,2/22/2022
OM766030.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-H293/2021, complete genome",29850,complete,South Africa,South Africa,Homo sapiens,8/25/2021,2/22/2022
OM766071.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-H865/2021, complete genome",29860,complete,South Africa,South Africa,Homo sapiens,8/30/2021,2/22/2022
OM766103.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-I600/2021, complete genome",29825,complete,South Africa,South Africa,Homo sapiens,9/9/2021,2/22/2022
OM766109.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-I788/2021, complete genome",29807,complete,South Africa,South Africa,Homo sapiens,9/14/2021,2/22/2022
OM766150.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-LA-Z508/2021, complete genome",29806,complete,South Africa,South Africa,Homo sapiens,6/8/2021,2/22/2022
OM739033.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-1881/2020, complete genome",29854,complete,South Africa,South Africa,Homo sapiens,9/9/2020,2/18/2022
OM739056.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-2074/2020, complete genome",29815,complete,South Africa,South Africa,Homo sapiens,9/18/2020,2/18/2022
OM739071.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-2131/2020, complete genome",29817,complete,South Africa,South Africa,Homo sapiens,9/23/2020,2/18/2022
OM739129.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-3510/2020, complete genome",29834,complete,South Africa,South Africa,Homo sapiens,10/6/2020,2/18/2022
OM739140.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-3524/2020, complete genome",29842,complete,South Africa,South Africa,Homo sapiens,10/11/2020,2/18/2022
OM725071.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-K929/2021, complete genome",29707,complete,South Africa,South Africa,Homo sapiens,6/8/2021,2/17/2022
OM725094.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-L846/2021, complete genome",29763,complete,South Africa,South Africa,Homo sapiens,6/21/2021,2/17/2022
OM725096.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-L851/2021, complete genome",29763,complete,South Africa,South Africa,Homo sapiens,6/22/2021,2/17/2022
OM725220.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-N316/2021, complete genome",29763,complete,South Africa,South Africa,Homo sapiens,6/17/2021,2/17/2022
OM725310.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0014/2020, complete genome",29818,complete,South Africa,South Africa,Homo sapiens,8/10/2020,2/17/2022
OM725351.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0066/2020, complete genome",29824,complete,South Africa,South Africa,Homo sapiens,3/27/2020,2/17/2022
OM725363.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0146/2020, complete genome",29826,complete,South Africa,South Africa,Homo sapiens,6/29/2020,2/17/2022
OM725379.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0620/2020, complete genome",29842,complete,South Africa,South Africa,Homo sapiens,10/22/2020,2/17/2022
OM725389.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0654/2020, complete genome",29822,complete,South Africa,South Africa,Homo sapiens,10/22/2020,2/17/2022
OM725411.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0704/2020, complete genome",29814,complete,South Africa,South Africa,Homo sapiens,10/12/2020,2/17/2022
OM725448.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0971/2020, complete genome",29833,complete,South Africa,South Africa,Homo sapiens,10/25/2020,2/17/2022
OM725460.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0996/2020, complete genome",29823,complete,South Africa,South Africa,Homo sapiens,10/28/2020,2/17/2022
OM725513.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-1113/2020, complete genome",29821,complete,South Africa,South Africa,Homo sapiens,11/5/2020,2/17/2022
OM720735.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-AM-Z026/2021, complete genome",29840,complete,South Africa,South Africa,Homo sapiens,5/13/2021,2/16/2022
OM720823.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-5276/2020, complete genome",29823,complete,South Africa,South Africa,Homo sapiens,4/30/2020,2/16/2022
OM720831.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-5422/2020, complete genome",29831,complete,South Africa,South Africa,Homo sapiens,5/5/2020,2/16/2022
OM720837.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-5597/2020, complete genome",29820,complete,South Africa,South Africa,Homo sapiens,5/12/2020,2/16/2022
OM720862.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-6111/2020, complete genome",29806,complete,South Africa,South Africa,Homo sapiens,6/24/2020,2/16/2022
OM635027.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_A104/2022, complete genome",29750,complete,Djibouti,Djibouti,Homo sapiens,1/4/2022,2/9/2022
OM635035.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_A136/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/3/2022,2/9/2022
OM635038.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_A144/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/3/2022,2/9/2022
OM635040.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_A149/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/3/2022,2/9/2022
OM635046.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_A163/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/3/2022,2/9/2022
OM635125.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_B204/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/5/2022,2/9/2022
OM635149.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_H541/2021, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,12/17/2021,2/9/2022
OL913316.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/NIC_187/2020, complete genome",29782,complete,Kenya,Kenya,Homo sapiens,3/20/2020,12/20/2021
OL739816.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C75244/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,12/1/2020,12/6/2021
OL691390.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C69611/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,11/4/2020,12/2/2021
OL691492.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C72491/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,11/16/2020,12/2/2021
OL601567.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-19050/2021, complete genome",29781,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/11/2021,11/22/2021
OL601568.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-19040/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/11/2021,11/22/2021
OL601651.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-20823/2021, complete genome",29739,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/16/2021,11/22/2021
OL601690.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-22042/2021, complete genome",29708,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/28/2021,11/22/2021
OL601713.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-22331/2021, complete genome",29708,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/2/2021,11/22/2021
OL601741.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-22939/2021, complete genome",29708,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/5/2021,11/22/2021
OL601746.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-22998/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/5/2021,11/22/2021
OL601770.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-23158/2021, complete genome",29708,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/8/2021,11/22/2021
OL601771.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-23160/2021, complete genome",29708,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/8/2021,11/22/2021
OL601777.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-23218/2021, complete genome",29708,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/2/2021,11/22/2021
OL548977.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS2931/2021, complete genome",29753,complete,Kenya,Kenya,Homo sapiens,1/17/2021,11/19/2021
OL549078.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS3057/2021, complete genome",29763,complete,Kenya,Kenya,Homo sapiens,3/4/2021,11/19/2021
OL454542.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C64725/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,10/15/2020,11/13/2021
OL454587.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C66336/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,10/26/2020,11/13/2021
OL454619.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C67333/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,10/28/2020,11/13/2021
OL454635.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C67705/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,10/29/2020,11/13/2021
OL351372.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_072/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/23/2021,11/4/2021
OL351388.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_088/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/22/2021,11/4/2021
OL351402.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_102/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/21/2021,11/4/2021
OL351411.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_111/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/19/2021,11/4/2021
OL351417.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_117/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/18/2021,11/4/2021
OL351434.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_134/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/18/2021,11/4/2021
OL351437.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_137/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/18/2021,11/4/2021
OK487840.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C94827/2021, complete genome",29763,complete,Kenya,Kenya,Homo sapiens,5/4/2021,10/13/2021
OK487879.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C95812/2021, complete genome",29763,complete,Kenya,Kenya,Homo sapiens,5/10/2021,10/13/2021
OK487882.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C95839/2021, complete genome",29763,complete,Kenya,Kenya,Homo sapiens,5/10/2021,10/13/2021
OK488040.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS379/2021, complete genome",29763,complete,Kenya,Kenya,Homo sapiens,4/15/2021,10/13/2021
OK104608.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A022/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,9/4/2021,9/14/2021
OK104619.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A033/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,9/2/2021,9/14/2021
OK104635.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A049/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,9/2/2021,9/14/2021
OK001878.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A084/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/1/2021,9/2/2021
OK001890.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A096/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/20/2021,9/2/2021
OK001906.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A112/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/21/2021,9/2/2021
OK001948.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A157/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/17/2021,9/2/2021
MZ970746.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_CL1/2020, complete genome",29782,complete,Djibouti,Djibouti,Homo sapiens,4/28/2020,8/31/2021
MZ664009.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/nmimr-SLE-SARS-CoV-2-SLSEQ047/2021, complete genome",29744,complete,Sierra Leone,Sierra Leone,Homo sapiens,1/27/2021,7/28/2021
MZ664026.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/nmimr-SLE-SARS-CoV-2-SLSEQ071/2021, complete genome",29744,complete,Sierra Leone,Sierra Leone,Homo sapiens,2/5/2021,7/28/2021
MZ520072.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_TF56/2021, complete genome",29763,complete,Djibouti,Djibouti,Homo sapiens,2/25/2021,7/8/2021
MZ520075.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_C595/2021, complete genome",29763,complete,Djibouti,Djibouti,Homo sapiens,2/26/2021,7/8/2021
MZ520107.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_CE/2021, complete genome",29763,complete,Djibouti,Djibouti,Homo sapiens,3/11/2021,7/8/2021
MZ436897.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/SL22/2021, complete genome",29837,complete,Sierra Leone,Sierra Leone,Homo sapiens,1/20/2021,6/23/2021
MW018435.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LBY/7700/2020, complete genome",29899,complete,Libya,Libya,Homo sapiens,2020-06,6/21/2021
MZ380253.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A018/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/7/2021,6/14/2021
MZ380286.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A069/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/14/2021,6/14/2021
MZ380287.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A070/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/10/2021,6/14/2021
MZ350123.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-21-25353/2021, complete genome",29730,complete,Ghana,Ghana,Homo sapiens,2/9/2021,6/6/2021
MZ093192.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/Egypt-Army-Thirdwave340/2021, complete genome",29877,complete,Egypt,Egypt,Homo sapiens,5/2/2021,5/5/2021
